id,car_name,yr_mfr,fuel_type,kms_run,sale_price,body_type,transmission,make,model,total_owners,orginal_price,reserved,warranty_avail,paint,damage,no_of_service,bs
3116,hyundai xcent,2014,petrol,23325,467263,sedan,manual,hyundai,xcent,2,,FALSE,FALSE,Yes,No,2,1
3117,hyundai i10,2010,petrol,57510,212678,hatchback,automatic,hyundai,i10,4,,FALSE,FALSE,No,Yes,5,4
3118,maruti ciaz,2015,petrol,48551,574999,sedan,manual,maruti,ciaz,1,,FALSE,FALSE,No,Yes,4,1
3119,hyundai i10,2012,petrol,48978,299102,hatchback,automatic,hyundai,i10,3,,FALSE,FALSE,No,No,0,4
3120,maruti alto 800,2013,petrol,26848,252195,hatchback,manual,maruti,alto 800,1,,FALSE,FALSE,Yes,No,4,2
3121,maruti alto,2010,petrol,34995,170099,hatchback,manual,maruti,alto,1,,FALSE,FALSE,Yes,No,1,4
3122,maruti celerio,2016,petrol,44635,339767,hatchback,manual,maruti,celerio,4,,FALSE,FALSE,Yes,No,1,3
3123,hyundai grand i10,2018,petrol,35973,488782,hatchback,manual,hyundai,grand i10,1,488882,FALSE,FALSE,No,Yes,4,3
3124,hyundai elite i20,2017,petrol,29594,541939,hatchback,manual,hyundai,elite i20,2,555214,FALSE,FALSE,Yes,Yes,4,4
3125,hyundai i10,2013,petrol,54510,339667,hatchback,automatic,hyundai,i10,2,,FALSE,FALSE,Yes,No,1,2
3126,hyundai i10,2011,petrol,65507,251690,hatchback,manual,hyundai,i10,1,,FALSE,FALSE,No,Yes,5,1
3127,hyundai santro xing,2011,petrol,48142,198430,hatchback,manual,hyundai,santro xing,2,,FALSE,FALSE,Yes,No,5,4
3128,honda brio,2012,petrol,62257,310399,hatchback,manual,honda,brio,1,,FALSE,FALSE,Yes,No,2,3
3129,maruti baleno,2016,petrol,14866,543071,hatchback,manual,maruti,baleno,2,,FALSE,FALSE,Yes,Yes,2,4
3130,volkswagen polo,2014,petrol,53898,435454,hatchback,manual,volkswagen,polo,1,435554,FALSE,FALSE,No,No,3,5
3131,honda brio,2012,petrol,24171,335015,hatchback,manual,honda,brio,2,,FALSE,FALSE,Yes,No,3,3
3132,mahindra tuv300,2016,diesel,45468,704233,suv,manual,mahindra,tuv300,1,718669,FALSE,FALSE,No,No,3,2
3133,volkswagen polo,2015,petrol,46554,469514,hatchback,manual,volkswagen,polo,1,,FALSE,FALSE,No,No,4,3
3134,mahindra kuv100,2016,petrol,39793,398006,suv,manual,mahindra,kuv100,1,,FALSE,FALSE,No,Yes,5,4
3135,maruti ertiga,2015,petrol,34649,587528,suv,manual,maruti,ertiga,1,,FALSE,FALSE,No,Yes,0,2
3136,hyundai i10,2011,petrol,41577,274766,hatchback,manual,hyundai,i10,1,,FALSE,FALSE,No,No,1,3
3137,tata nano,2016,petrol,29249,138203,hatchback,manual,tata,nano,2,,FALSE,FALSE,No,Yes,1,3
3138,hyundai elite i20,2017,petrol,25483,584036,hatchback,manual,hyundai,elite i20,1,,FALSE,FALSE,Yes,Yes,3,4
3139,hyundai elite i20,2015,petrol,37800,479799,hatchback,manual,hyundai,elite i20,1,,FALSE,FALSE,No,Yes,4,1
3140,honda city,2009,petrol,83935,263128,sedan,manual,honda,city,1,,FALSE,FALSE,No,No,0,5
3141,hyundai i20,2012,petrol,48024,343699,hatchback,manual,hyundai,i20,1,,FALSE,FALSE,Yes,No,0,5
3142,ford figo,2013,petrol,22618,240863,hatchback,manual,ford,figo,2,,FALSE,FALSE,Yes,Yes,1,5
3143,maruti baleno,2019,petrol,11711,595583,hatchback,manual,maruti,baleno,1,598484,FALSE,FALSE,Yes,Yes,1,3
3144,maruti vitara brezza,2019,diesel,4781,914226,suv,,maruti,vitara brezza,1,923127,FALSE,FALSE,No,No,0,3
3145,maruti new  wagon-r,2020,petrol,17310,611999,,,maruti,new  wagon-r,1,,FALSE,FALSE,No,Yes,2,3
3146,renault kwid,2016,petrol,27792,306018,hatchback,manual,renault,kwid,2,,FALSE,FALSE,No,No,5,2
3147,maruti new  wagon-r,2019,petrol & cng,15671,581129,,,maruti,new  wagon-r,1,,FALSE,FALSE,No,Yes,2,2
3148,hyundai elite i20,2015,petrol,51187,437429,hatchback,manual,hyundai,elite i20,3,,FALSE,FALSE,No,No,0,1
3149,ford ecosport,2016,petrol,37151,536518,suv,manual,ford,ecosport,1,,FALSE,FALSE,No,No,1,1
3150,maruti wagon r 1.0,2014,petrol,49738,303038,hatchback,manual,maruti,wagon r 1.0,2,,FALSE,FALSE,No,Yes,0,4
3151,ford ecosport,2017,petrol,17795,803999,suv,automatic,ford,ecosport,1,911685,FALSE,FALSE,Yes,No,1,4
3152,ford ecosport,2013,diesel,39015,484343,suv,manual,ford,ecosport,1,,FALSE,FALSE,Yes,Yes,1,2
3153,volkswagen polo,2011,petrol,38375,350404,hatchback,manual,volkswagen,polo,1,,FALSE,FALSE,No,No,2,1
3154,maruti wagon r 1.0,2011,petrol & cng,57156,264999,hatchback,manual,maruti,wagon r 1.0,2,,FALSE,FALSE,No,Yes,3,2
3155,volkswagen polo,2011,petrol,54295,261185,hatchback,manual,volkswagen,polo,2,,FALSE,FALSE,No,No,3,4
3156,maruti ertiga,2016,petrol,16815,686199,suv,,maruti,ertiga,2,,FALSE,FALSE,Yes,No,2,3
3157,hyundai i10,2012,petrol,65116,284334,hatchback,manual,hyundai,i10,1,,FALSE,FALSE,Yes,Yes,3,2
3158,maruti sx4,2010,petrol,54883,244054,sedan,manual,maruti,sx4,2,250954,FALSE,FALSE,Yes,Yes,1,4
3159,honda city,2010,petrol,41911,384823,sedan,manual,honda,city,1,,FALSE,FALSE,No,No,4,1
3160,maruti swift,2011,diesel,66356,419652,hatchback,manual,maruti,swift,1,,FALSE,FALSE,No,No,5,1
3161,honda amaze,2019,petrol,19679,757792,sedan,,honda,amaze,1,764393,FALSE,FALSE,No,No,2,4
3162,hyundai i20,2009,petrol,39140,229268,hatchback,manual,hyundai,i20,2,,FALSE,FALSE,Yes,No,3,3
3163,skoda rapid,2013,petrol,56545,364002,sedan,manual,skoda,rapid,1,,FALSE,FALSE,Yes,No,4,2
3164,hyundai eon,2015,petrol,34270,288454,hatchback,manual,hyundai,eon,2,,FALSE,FALSE,No,No,0,2
3165,hyundai i20,2010,petrol,38204,281394,hatchback,manual,hyundai,i20,1,,FALSE,FALSE,Yes,No,5,3
3166,maruti wagon r 1.0,2018,petrol,66707,381075,hatchback,automatic,maruti,wagon r 1.0,1,389113,FALSE,FALSE,Yes,Yes,3,1
3167,maruti swift,2012,petrol,63871,357942,hatchback,manual,maruti,swift,1,,FALSE,FALSE,No,Yes,3,3
3168,maruti ritz,2011,petrol,40420,264388,hatchback,manual,maruti,ritz,1,,FALSE,FALSE,No,Yes,5,5
3169,maruti swift dzire,2012,diesel,64886,433294,sedan,manual,maruti,swift dzire,1,433394,FALSE,FALSE,Yes,Yes,3,2
3170,honda civic,2009,petrol,51045,278922,sedan,manual,honda,civic,1,279122,FALSE,FALSE,No,Yes,5,3
3171,honda amaze,2013,petrol,70008,366794,sedan,manual,honda,amaze,1,,FALSE,FALSE,Yes,Yes,0,5
3172,hyundai elite i20,2017,petrol,40459,593781,hatchback,manual,hyundai,elite i20,1,,FALSE,FALSE,Yes,Yes,5,3
3173,maruti celerio,2014,petrol,53533,342719,hatchback,automatic,maruti,celerio,1,,FALSE,FALSE,Yes,No,0,1
3174,skoda laura,2011,diesel,75217,373899,luxury sedan,automatic,skoda,laura,1,,FALSE,FALSE,Yes,No,1,4
3175,renault triber,2019,petrol,11438,666693,suv,,renault,triber,1,,FALSE,FALSE,No,Yes,1,2
3176,maruti swift,2012,petrol,64239,375230,hatchback,manual,maruti,swift,3,,FALSE,FALSE,No,Yes,5,4
3177,skoda rapid,2014,petrol,55444,400643,sedan,manual,skoda,rapid,1,400743,FALSE,FALSE,Yes,Yes,1,2
3178,maruti ritz,2011,diesel,56792,281526,hatchback,manual,maruti,ritz,1,,FALSE,FALSE,No,No,0,4
3179,honda brio,2011,petrol,56664,268889,hatchback,manual,honda,brio,1,,FALSE,FALSE,No,No,5,2
3180,toyota etios liva,2014,petrol,52146,336850,hatchback,manual,toyota,etios liva,2,,FALSE,FALSE,No,No,3,5
3181,maruti swift,2010,petrol,70119,231455,hatchback,manual,maruti,swift,2,,FALSE,FALSE,Yes,Yes,5,1
3182,toyota etios,2011,petrol,64317,299147,sedan,manual,toyota,etios,1,,FALSE,FALSE,No,Yes,0,2
3183,volkswagen polo,2017,petrol,25422,731730,hatchback,automatic,volkswagen,polo,1,768457,FALSE,FALSE,Yes,Yes,0,1
3184,hyundai i10,2011,petrol,63784,245816,hatchback,manual,hyundai,i10,1,,FALSE,FALSE,No,Yes,2,2
3185,maruti ertiga,2012,petrol,50665,494405,suv,manual,maruti,ertiga,1,,FALSE,FALSE,Yes,No,2,2
3186,honda brio,2012,petrol,77826,307947,hatchback,manual,honda,brio,3,,FALSE,FALSE,No,Yes,2,4
3187,hyundai eon,2012,petrol,52723,242526,hatchback,manual,hyundai,eon,1,,FALSE,FALSE,No,No,2,4
3188,honda jazz,2010,petrol,59073,285812,hatchback,manual,honda,jazz,1,286012,FALSE,FALSE,Yes,Yes,5,4
3189,volkswagen vento,2012,petrol,46608,432172,sedan,manual,volkswagen,vento,1,,FALSE,FALSE,No,Yes,2,5
3190,hyundai verna,2019,petrol,8890,940336,sedan,manual,hyundai,verna,1,984650,FALSE,FALSE,No,Yes,3,4
3191,maruti wagon r 1.0,2011,petrol,69729,279478,hatchback,manual,maruti,wagon r 1.0,1,283578,FALSE,FALSE,Yes,No,5,2
3192,maruti ertiga,2016,petrol & cng,46178,693899,suv,manual,maruti,ertiga,1,696444,FALSE,FALSE,No,Yes,0,5
3193,maruti wagon r 1.0,2016,petrol,46047,349499,hatchback,manual,maruti,wagon r 1.0,2,,FALSE,FALSE,No,Yes,0,5
3194,maruti wagon r,2009,petrol,25001,193535,hatchback,manual,maruti,wagon r,1,193635,FALSE,FALSE,No,No,1,2
3195,hyundai elite i20,2017,petrol,21304,614649,hatchback,manual,hyundai,elite i20,1,,FALSE,FALSE,Yes,Yes,3,2
3196,maruti alto k10,2016,petrol,21933,347984,hatchback,manual,maruti,alto k10,1,,FALSE,FALSE,Yes,Yes,4,5
3197,maruti wagon r duo,2010,petrol & lpg,33814,198788,hatchback,manual,maruti,wagon r duo,2,,FALSE,FALSE,No,Yes,5,3
3198,maruti wagon r 1.0,2017,petrol & cng,42385,442399,hatchback,manual,maruti,wagon r 1.0,1,442499,FALSE,FALSE,Yes,Yes,5,5
3199,maruti swift dzire,2013,diesel,92022,519802,sedan,manual,maruti,swift dzire,1,,FALSE,FALSE,No,No,3,5
3200,maruti swift dzire,2015,petrol,57742,451973,sedan,manual,maruti,swift dzire,2,454178,FALSE,FALSE,No,Yes,5,1
3201,maruti ritz,2009,petrol,64009,208899,hatchback,manual,maruti,ritz,1,,FALSE,FALSE,No,Yes,1,4
3202,tata zest,2015,petrol,54025,373354,sedan,,tata,zest,1,,FALSE,FALSE,No,No,4,4
3203,maruti baleno,2019,petrol,19014,622799,hatchback,manual,maruti,baleno,1,623860,FALSE,FALSE,Yes,No,3,2
3204,skoda rapid,2014,diesel,58511,449181,sedan,manual,skoda,rapid,2,,FALSE,FALSE,Yes,No,3,5
3205,skoda rapid,2012,diesel,64064,377830,sedan,manual,skoda,rapid,1,,FALSE,FALSE,No,Yes,5,4
3206,maruti ertiga,2017,petrol,21922,670313,suv,manual,maruti,ertiga,1,670413,FALSE,FALSE,Yes,Yes,3,1
3207,ford ecosport,2013,petrol,43545,501696,suv,manual,ford,ecosport,2,,FALSE,FALSE,No,No,4,2
3208,honda city,2011,petrol,55455,308099,sedan,,honda,city,1,,FALSE,FALSE,No,Yes,3,2
3209,maruti eeco,2010,petrol & cng,60246,220699,suv,manual,maruti,eeco,2,,FALSE,FALSE,No,Yes,2,3
3210,honda brio,2012,petrol,65864,274774,hatchback,manual,honda,brio,1,,FALSE,FALSE,No,No,3,4
3211,maruti vitara brezza,2016,diesel,24881,730409,suv,manual,maruti,vitara brezza,2,730509,FALSE,FALSE,Yes,Yes,4,3
3212,maruti baleno,2016,petrol,52144,545173,hatchback,manual,maruti,baleno,1,555746,FALSE,FALSE,Yes,No,1,2
3213,hyundai xcent,2014,petrol,56356,362661,sedan,manual,hyundai,xcent,1,,FALSE,FALSE,No,Yes,3,5
3214,mercedes benz cls class,2010,petrol,42372,1632349,luxury sedan,manual,mercedes benz,cls class,3,,FALSE,FALSE,No,Yes,5,2
3215,honda amaze,2013,petrol,87083,373759,sedan,manual,honda,amaze,1,373859,FALSE,FALSE,No,No,4,5
3216,maruti swift dzire,2011,petrol,57597,289439,sedan,manual,maruti,swift dzire,2,,FALSE,FALSE,Yes,Yes,5,1
3217,maruti wagon r 1.0,2012,petrol & cng,64275,287899,hatchback,manual,maruti,wagon r 1.0,1,,FALSE,FALSE,No,Yes,2,3
3218,toyota etios,2011,petrol,69385,326405,sedan,manual,toyota,etios,1,,FALSE,FALSE,Yes,No,4,4
3219,renault duster,2018,diesel,16931,875999,suv,manual,renault,duster,1,,FALSE,FALSE,Yes,Yes,4,2
3220,hyundai elite i20,2016,petrol,42507,532599,hatchback,manual,hyundai,elite i20,1,541482,FALSE,FALSE,Yes,Yes,5,5
3221,honda city,2012,petrol,66445,379899,sedan,manual,honda,city,4,,FALSE,FALSE,No,Yes,3,2
3222,toyota innova,2013,diesel,59036,818300,suv,manual,toyota,innova,1,854576,FALSE,FALSE,Yes,No,2,4
3223,volkswagen polo,2011,petrol,103624,250938,hatchback,manual,volkswagen,polo,3,,FALSE,FALSE,Yes,Yes,2,5
3224,renault kwid,2017,petrol,68429,338116,hatchback,manual,renault,kwid,1,,FALSE,FALSE,No,No,4,5
3225,maruti s cross,2017,diesel,27564,696556,suv,manual,maruti,s cross,1,710752,FALSE,FALSE,Yes,Yes,2,5
3226,maruti wagon r 1.0,2015,petrol & cng,51199,357099,hatchback,manual,maruti,wagon r 1.0,1,,FALSE,FALSE,No,Yes,3,2
3227,ford ecosport,2015,petrol,45259,564232,suv,manual,ford,ecosport,1,,FALSE,FALSE,Yes,No,4,4
3228,honda city,2017,petrol,18494,788347,sedan,manual,honda,city,1,812319,FALSE,FALSE,Yes,Yes,0,2
3229,honda city,2018,petrol,14943,943843,sedan,manual,honda,city,1,978939,FALSE,FALSE,No,No,2,3
3230,hyundai verna,2017,petrol,17601,917135,sedan,automatic,hyundai,verna,1,,FALSE,FALSE,No,Yes,2,2
3231,maruti swift,2011,petrol,68103,349016,hatchback,manual,maruti,swift,1,,FALSE,FALSE,No,No,5,4
3232,maruti wagon r 1.0,2012,petrol & cng,88391,260097,hatchback,manual,maruti,wagon r 1.0,1,,FALSE,FALSE,Yes,Yes,1,3
3233,volkswagen polo,2017,petrol,26041,807199,hatchback,automatic,volkswagen,polo,1,807299,FALSE,FALSE,Yes,No,0,5
3234,maruti wagon r 1.0,2014,petrol & cng,57467,291833,hatchback,manual,maruti,wagon r 1.0,1,,FALSE,FALSE,Yes,Yes,2,1
3235,hyundai grand i10,2014,petrol,61291,355053,hatchback,manual,hyundai,grand i10,1,,FALSE,FALSE,Yes,No,1,2
3236,hyundai grand i10,2015,petrol,34885,506842,hatchback,manual,hyundai,grand i10,1,507042,FALSE,FALSE,No,No,4,4
3237,volkswagen jetta,2010,petrol,54780,345982,sedan,manual,volkswagen,jetta,1,,FALSE,FALSE,Yes,No,2,5
3238,hyundai i20,2011,petrol,56869,336941,hatchback,manual,hyundai,i20,1,,FALSE,FALSE,No,No,4,3
3239,hyundai i10,2010,petrol,66817,223103,hatchback,manual,hyundai,i10,1,,FALSE,FALSE,Yes,Yes,1,5
3240,maruti ertiga,2013,petrol & cng,74558,534766,suv,manual,maruti,ertiga,2,,FALSE,FALSE,No,No,2,2
3241,maruti ertiga,2016,diesel,50815,695174,suv,manual,maruti,ertiga,2,740873,FALSE,FALSE,Yes,Yes,0,3
3242,datsun redi go,2018,petrol,29730,328381,hatchback,,datsun,redi go,1,,FALSE,FALSE,No,No,4,3
3243,hyundai verna,2014,petrol,68191,454706,sedan,manual,hyundai,verna,2,,FALSE,FALSE,Yes,No,3,1
3244,maruti ertiga,2014,petrol & cng,59517,531233,suv,manual,maruti,ertiga,2,543995,FALSE,FALSE,No,Yes,1,3
3245,maruti dzire,2017,diesel,15738,720299,sedan,manual,maruti,dzire,1,756918,FALSE,FALSE,Yes,Yes,3,5
3246,toyota innova,2012,diesel,123544,617767,suv,manual,toyota,innova,3,624059,FALSE,FALSE,Yes,Yes,2,2
3247,maruti ciaz,2016,petrol,50656,573691,sedan,manual,maruti,ciaz,1,573891,FALSE,FALSE,No,Yes,0,3
3248,hyundai elite i20,2014,petrol,61493,384507,hatchback,manual,hyundai,elite i20,1,,FALSE,FALSE,Yes,Yes,3,4
3249,honda wr-v,2018,petrol,17665,810493,suv,manual,honda,wr-v,1,844845,FALSE,FALSE,No,No,4,1
3250,toyota etios,2011,petrol,66259,323032,sedan,manual,toyota,etios,1,,FALSE,FALSE,No,No,0,2
3251,tata harrier,2019,diesel,16321,1639743,suv,,tata,harrier,1,1690523,FALSE,FALSE,No,No,2,5
3252,honda amaze,2014,petrol,56134,426117,sedan,manual,honda,amaze,2,426217,FALSE,FALSE,No,No,0,1
3253,hyundai i20,2011,petrol,76933,293902,hatchback,manual,hyundai,i20,1,,FALSE,FALSE,No,Yes,5,4
3254,hyundai i20,2010,petrol,52121,274328,hatchback,manual,hyundai,i20,2,,FALSE,FALSE,No,Yes,3,1
3255,maruti zen estilo,2009,petrol,57487,174010,hatchback,manual,maruti,zen estilo,1,,FALSE,FALSE,No,Yes,3,4
3256,maruti ertiga,2016,diesel,30894,791333,suv,manual,maruti,ertiga,1,824427,FALSE,FALSE,Yes,No,3,3
3257,maruti ertiga,2017,petrol,28262,695238,suv,manual,maruti,ertiga,1,700538,FALSE,FALSE,Yes,No,5,4
3258,volkswagen ameo,2016,diesel,39923,656456,sedan,automatic,volkswagen,ameo,2,656656,FALSE,FALSE,No,No,3,3
3259,honda jazz,2016,petrol,48265,603157,hatchback,automatic,honda,jazz,1,603257,FALSE,FALSE,No,No,3,4
3260,maruti ertiga,2013,diesel,90511,567921,suv,manual,maruti,ertiga,2,568021,FALSE,FALSE,Yes,No,1,5
3261,hyundai i20,2010,petrol,66898,286726,hatchback,manual,hyundai,i20,1,,FALSE,FALSE,No,No,1,3
3262,maruti ertiga,2014,diesel,58319,635678,suv,manual,maruti,ertiga,1,635778,FALSE,FALSE,Yes,Yes,5,4
3263,mahindra xuv500,2015,diesel,57504,913678,luxury suv,manual,mahindra,xuv500,1,945122,FALSE,FALSE,No,No,3,5
3264,renault kwid,2016,petrol,45732,309299,hatchback,manual,renault,kwid,1,,FALSE,FALSE,No,Yes,1,4
3265,maruti dzire,2017,petrol,37024,654499,sedan,manual,maruti,dzire,1,,FALSE,FALSE,No,Yes,0,5
3266,hyundai creta,2017,petrol,26547,834328,suv,manual,hyundai,creta,2,834628,FALSE,FALSE,No,No,2,3
3267,hyundai i20,2010,petrol,68321,270294,hatchback,manual,hyundai,i20,1,,FALSE,FALSE,No,Yes,4,5
3268,hyundai i10,2009,petrol,49357,195433,hatchback,manual,hyundai,i10,2,200333,FALSE,FALSE,Yes,No,4,2
3269,hyundai grand i10,2016,petrol,53525,444259,hatchback,manual,hyundai,grand i10,1,,FALSE,FALSE,No,Yes,1,1
3270,maruti baleno,2018,petrol,32336,610219,hatchback,manual,maruti,baleno,1,625017,FALSE,FALSE,No,No,4,3
3271,maruti ciaz,2014,petrol,59503,563428,sedan,manual,maruti,ciaz,1,,FALSE,FALSE,No,No,0,5
3272,maruti alto 800,2013,petrol,40256,246619,hatchback,manual,maruti,alto 800,1,,FALSE,FALSE,Yes,Yes,1,4
3273,honda city,2012,petrol,82338,402038,sedan,manual,honda,city,2,,FALSE,FALSE,Yes,No,1,3
3274,hyundai verna,2018,diesel,8728,1115604,sedan,manual,hyundai,verna,1,1144483,FALSE,FALSE,No,No,2,5
3275,hyundai i20,2011,petrol,53950,293663,hatchback,manual,hyundai,i20,1,293863,FALSE,FALSE,Yes,Yes,2,4
3276,maruti swift dzire,2012,diesel,70152,429407,sedan,manual,maruti,swift dzire,2,,FALSE,FALSE,Yes,Yes,4,2
3277,hyundai verna,2014,petrol,63461,476090,sedan,manual,hyundai,verna,1,,FALSE,FALSE,Yes,No,3,1
3278,hyundai creta,2018,diesel,16918,1198635,suv,,hyundai,creta,1,1253606,FALSE,FALSE,Yes,No,5,2
3279,honda city,2012,petrol,81090,381113,sedan,manual,honda,city,1,,FALSE,FALSE,Yes,Yes,2,1
3280,toyota innova,2010,diesel,64387,607816,suv,manual,toyota,innova,1,608016,FALSE,FALSE,Yes,No,5,2
3281,maruti alto 800,2017,petrol,39193,309101,hatchback,manual,maruti,alto 800,1,,FALSE,FALSE,No,Yes,5,3
3282,maruti wagon r 1.0,2015,petrol,54286,327743,hatchback,manual,maruti,wagon r 1.0,1,,FALSE,FALSE,No,Yes,4,2
3283,mahindra xuv 3oo,2019,diesel,16900,1125498,suv,,mahindra,xuv 3oo,1,1125700,FALSE,FALSE,No,No,1,2
3284,hyundai i20,2009,diesel,72479,214604,hatchback,manual,hyundai,i20,2,216204,FALSE,FALSE,Yes,Yes,2,3
3285,mercedes benz c class,2011,petrol,66145,792013,luxury sedan,manual,mercedes benz,c class,2,,FALSE,FALSE,No,No,1,4
3286,maruti swift dzire,2015,petrol,52532,547993,sedan,manual,maruti,swift dzire,1,,FALSE,FALSE,No,No,0,5
3287,maruti swift,2017,petrol,33200,555135,hatchback,manual,maruti,swift,1,,FALSE,FALSE,No,No,4,5
3288,maruti ertiga,2016,diesel,58796,779788,suv,manual,maruti,ertiga,1,800288,FALSE,FALSE,Yes,No,3,4
3289,maruti swift dzire,2012,petrol,78982,371713,sedan,manual,maruti,swift dzire,1,,FALSE,FALSE,Yes,Yes,3,5
3290,hyundai verna,2013,diesel,85990,459378,sedan,automatic,hyundai,verna,2,,FALSE,FALSE,No,Yes,3,5
3291,maruti swift,2012,petrol,67065,407083,hatchback,manual,maruti,swift,1,,FALSE,FALSE,Yes,No,5,5
3292,maruti wagon r 1.0,2011,petrol,70662,268127,hatchback,manual,maruti,wagon r 1.0,1,,FALSE,FALSE,Yes,Yes,1,5
3293,maruti zen estilo,2010,petrol,51266,174419,hatchback,manual,maruti,zen estilo,2,,FALSE,FALSE,Yes,Yes,2,3
3294,maruti vitara brezza,2017,diesel,47447,731373,suv,manual,maruti,vitara brezza,1,750588,FALSE,FALSE,Yes,No,0,3
3295,volkswagen vento,2011,petrol,92346,261992,sedan,manual,volkswagen,vento,2,,FALSE,FALSE,Yes,No,2,4
3296,hyundai venue,2019,petrol,11607,1073847,suv,,hyundai,venue,1,1119902,FALSE,FALSE,Yes,Yes,2,5
3297,honda city,2016,petrol,30191,690115,sedan,manual,honda,city,1,734636,FALSE,FALSE,Yes,Yes,5,3
3298,maruti swift,2008,diesel,108344,204659,hatchback,manual,maruti,swift,2,214622,FALSE,FALSE,No,No,0,3
3299,maruti celerio,2014,petrol & cng,58530,392336,hatchback,manual,maruti,celerio,1,392536,FALSE,FALSE,No,Yes,1,3
3300,maruti wagon r 1.0,2013,petrol & cng,61228,320326,hatchback,manual,maruti,wagon r 1.0,1,,FALSE,FALSE,No,No,4,4
3301,maruti wagon r 1.0,2012,petrol,72101,309616,hatchback,manual,maruti,wagon r 1.0,1,,FALSE,FALSE,No,Yes,3,5
3302,maruti vitara brezza,2018,diesel,16351,957692,suv,manual,maruti,vitara brezza,1,976589,FALSE,FALSE,Yes,No,4,4
3303,honda amaze,2014,petrol,61893,392484,sedan,manual,honda,amaze,1,,FALSE,FALSE,Yes,No,4,2
3304,honda city,2011,petrol,80846,367630,sedan,manual,honda,city,1,,FALSE,FALSE,No,No,3,5
3305,hyundai i20,2012,petrol,73246,316895,hatchback,manual,hyundai,i20,1,,FALSE,FALSE,No,Yes,0,1
3306,mercedes benz c class,2011,diesel,43062,847043,luxury sedan,,mercedes benz,c class,2,861739,FALSE,FALSE,Yes,Yes,1,1
3307,toyota innova,2009,diesel,96460,421270,suv,manual,toyota,innova,1,483355,FALSE,FALSE,Yes,No,0,2
3308,hyundai elite i20,2017,petrol,50878,546327,hatchback,manual,hyundai,elite i20,1,,FALSE,FALSE,Yes,Yes,1,3
3309,maruti alto 800,2016,petrol & cng,47866,316574,hatchback,manual,maruti,alto 800,1,321974,FALSE,FALSE,No,Yes,5,4
3310,toyota innova,2012,diesel,41669,788124,suv,manual,toyota,innova,1,803592,FALSE,FALSE,No,Yes,0,2
3311,hyundai grand i10,2014,petrol,78023,336230,hatchback,manual,hyundai,grand i10,1,,FALSE,FALSE,Yes,No,4,5
3312,hyundai verna,2012,diesel,101815,432598,sedan,manual,hyundai,verna,2,432698,FALSE,FALSE,No,Yes,3,5
3313,mahindra xuv500,2015,diesel,70558,831095,luxury suv,manual,mahindra,xuv500,1,838995,FALSE,FALSE,Yes,Yes,3,4
3314,honda amaze,2014,petrol,67170,360002,sedan,manual,honda,amaze,2,,FALSE,FALSE,Yes,Yes,2,1
3315,maruti celerio,2014,petrol & cng,56751,343007,hatchback,manual,maruti,celerio,2,,FALSE,FALSE,No,Yes,0,1
3316,hyundai i10,2010,petrol,77289,210671,hatchback,manual,hyundai,i10,1,,FALSE,FALSE,No,Yes,1,3
3317,maruti alto 800,2018,petrol,47642,308543,hatchback,manual,maruti,alto 800,1,,FALSE,FALSE,Yes,Yes,4,2
3318,maruti alto,2011,petrol,77308,145034,hatchback,manual,maruti,alto,3,,FALSE,FALSE,Yes,No,5,1
3319,honda amaze,2016,petrol,63952,360177,sedan,manual,honda,amaze,2,,FALSE,FALSE,Yes,Yes,0,1
3320,bmw x1,2011,diesel,35626,825131,luxury suv,automatic,bmw,x1,2,825231,FALSE,FALSE,No,Yes,3,5
3321,hyundai i20,2012,petrol,71595,355039,hatchback,manual,hyundai,i20,1,358039,FALSE,FALSE,No,No,2,1
3322,maruti ertiga,2017,diesel,25104,868303,suv,manual,maruti,ertiga,1,907304,FALSE,FALSE,No,No,2,5
3323,honda wr-v,2017,petrol,49525,655331,suv,manual,honda,wr-v,1,,FALSE,FALSE,Yes,No,1,1
3324,honda city,2015,diesel,66945,599458,sedan,manual,honda,city,1,,FALSE,FALSE,Yes,No,5,3
3325,tata nexon,2019,diesel,21430,951935,suv,,tata,nexon ,1,961836,FALSE,FALSE,Yes,Yes,5,1
3326,hyundai i20,2010,petrol,73673,273622,hatchback,manual,hyundai,i20,1,,FALSE,FALSE,No,Yes,5,4
3327,hyundai creta,2015,diesel,8552,965399,suv,,hyundai,creta,1,,FALSE,FALSE,No,Yes,2,3
3328,hyundai verna,2018,petrol,19407,1303859,sedan,automatic,hyundai,verna,1,,FALSE,FALSE,No,No,1,3
3329,hyundai i20,2012,petrol,104459,265224,hatchback,manual,hyundai,i20,2,,FALSE,FALSE,No,Yes,1,5
3330,maruti swift dzire,2013,diesel,78840,503281,sedan,manual,maruti,swift dzire,1,,FALSE,FALSE,No,Yes,4,2
3331,hyundai verna,2013,diesel,65671,472163,sedan,automatic,hyundai,verna,2,472463,FALSE,FALSE,Yes,No,1,2
3332,maruti swift,2012,petrol,74180,364999,hatchback,manual,maruti,swift,2,,FALSE,FALSE,Yes,No,0,5
